predicted_asym,true_asym
0.9931231536768947,-5.0446243332715
0.8725167359733494,4.0354182089646145
-0.821824505400129,-5.759692569413112
2.0818381130411714,-2.493334639721411
-0.4932647759687945,-6.511140319613503
1.3905358884290717,1.1036030265514114
9.74001578766082,12.51122849266929
-3.3450651261789557,0.021640815331494423
2.487240082167282,-0.9285206321610957
1.6755137617331757,-8.425953182362107
10.584255307638816,-0.6600707646723833
0.9330353909106217,11.607969877894796
-0.3196119546861611,-13.538300355459995
-1.2631139158071734,-3.7740776426866134
-0.6841034498463715,1.1198614623707002
-0.46175801536967487,-15.052031703642996
0.4677343123470265,-0.1946759647935039
0.4741268696887373,-1.0681313151327032
1.7706048848738463,-2.636596275091293
14.488923309567417,5.502358956263194
-1.0683552995488501,9.27391438889508
-1.636719717834362,-5.687886404754387
-9.958491420449286,-17.755347777175587
-3.449315623408428,-18.858212491094704
5.368222679161961,-0.6975785456289998
-4.636611919580891,-1.5449391553540863
-0.7199778591904602,-2.2799309138178074
0.20157523124355003,-12.04256514222979
5.06559697572104,1.9800676903416985
-6.92870340011124,10.241658280312109
-2.663336939792453,-2.843391197322589
-3.9784800060612175,-1.2680288894282086
-5.411252653308493,-3.086109067525797
-6.932286771139299,7.133979897933102
-4.993386026469377,-1.9055821071384926
-2.293298909822665,2.338035932344596
-6.52672411411744,-11.525275370256715
-4.628474483978959,2.4264038404920143
-0.5663360448928427,0.5568975232908997
5.143353900303618,-17.058755676045408
5.423886502312349,3.054703468434795
10.084744428173792,5.993602897937507
2.975996731975749,-6.819198651561493
-1.5029831851339064,-7.351886516074401
3.352705295458283,-8.818619651952204
-4.5089241740192225,-7.186636881077909
2.9987070364491912,4.407887022383214
2.5595397462035954,0.2942026870964014
1.5841148317893352,21.648382640762506
-0.3869212745744177,5.289644989900495
2.1986293769877583,5.066995851568109
4.965590094507883,-15.362636785649087
-1.948864752255148,-6.286205448024589
-4.233815373803218,0.6187833380278036
4.763842111323412,0.41524541667880044
2.472024822809431,3.119556252270897
2.9806149016787615,-4.695757539786598
0.6734741945542896,-2.2458534398547982
